TargetAmount,OrderDate,ActualAmount,ProductCategory,Country
2402.25,3/3/2015,2399.56,Accessories,United States
814,3/4/2015,1166.76,Bikes,Australia
2513.25,3/4/2015,1298.37,Bikes,United States
535.5,3/4/2015,62.76,Bikes,France
384.25,3/4/2015,2327.76,Bikes,Germany
500.75,3/4/2015,848.26,Bikes,United Kingdom
585,3/4/2015,14.98,Bikes,Canada
1748.75,3/4/2015,200.69,Components,France
694,3/4/2015,3215.38,Components,Germany
396.75,3/4/2015,183.44,Components,United Kingdom
291.75,3/4/2015,3416.24,Clothing,Australia
2769.25,3/4/2015,1210.34,Clothing,United States
527.75,3/4/2015,621.47,Clothing,France
721.5,3/4/2015,24.27,Clothing,Germany
708.25,3/4/2015,2463.27,Clothing,United Kingdom
545.5,3/4/2015,66.96,Clothing,Canada
448.5,3/4/2015,91.26,Accessories,Australia
2402.25,3/4/2015,38.98,Accessories,United States
508.5,3/4/2015,0,Accessories,France
689,3/4/2015,0,Accessories,Germany
759.75,3/4/2015,28.99,Accessories,United Kingdom
719.5,3/4/2015,98.96,Accessories,Canada
500.75,3/5/2015,3.99,Bikes,United Kingdom
2513.25,3/5/2015,2401.34,Bikes,United States
535.5,3/5/2015,64.98,Bikes,France
384.25,3/5/2015,135.95,Bikes,Germany
814,3/5/2015,2874.96,Bikes,Australia
585,3/5/2015,93.48,Bikes,Canada
708.25,3/5/2015,8.99,Clothing,United Kingdom
2769.25,3/5/2015,6582.34,Clothing,United States
527.75,3/5/2015,0,Clothing,France
721.5,3/5/2015,1257.44,Clothing,Germany
291.75,3/5/2015,2578.32,Clothing,Australia
545.5,3/5/2015,1796.53,Clothing,Canada
759.75,3/5/2015,74.96,Accessories,United Kingdom
2402.25,3/5/2015,1857.55,Accessories,United States
508.5,3/5/2015,0,Accessories,France
689,3/5/2015,3062.34,Accessories,Germany
448.5,3/5/2015,2447.05,Accessories,Australia
719.5,3/5/2015,44.97,Accessories,Canada
732.5,3/6/2015,2438.04,Bikes,Canada
619,3/6/2015,157.95,Bikes,United Kingdom
2490,3/6/2015,743.93,Bikes,United States
435.75,3/6/2015,63.97,Bikes,France
611.5,3/6/2015,539.99,Bikes,Germany
719.5,3/6/2015,1341.81,Bikes,Australia
12904.75,3/6/2015,2132.6,Components,United States
1380,3/6/2015,2478.82,Components,France
754.5,3/6/2015,85.96,Clothing,Canada
555.25,3/6/2015,34.99,Clothing,United Kingdom
2810.25,3/6/2015,161.43,Clothing,United States
591.25,3/6/2015,9.98,Clothing,France
366.25,3/6/2015,813.47,Clothing,Germany
565.5,3/6/2015,4837.3,Clothing,Australia
805.5,3/6/2015,65.79,Accessories,Canada
0,3/6/2015,844.47,Accessories,United Kingdom
3375,3/6/2015,165.45,Accessories,United States
808.25,3/6/2015,0,Accessories,France
285.75,3/6/2015,9.99,Accessories,Germany
0,3/6/2015,4.99,Accessories,Australia
2490,3/7/2015,1537.8,Bikes,United States
435.75,3/7/2015,8.98,Bikes,France
611.5,3/7/2015,0,Bikes,Germany
719.5,3/7/2015,630.57,Bikes,Australia
619,3/7/2015,3718.19,Bikes,United Kingdom
732.5,3/7/2015,261.71,Bikes,Canada
2000.25,3/7/2015,2520.9,Components,United Kingdom
2810.25,3/7/2015,4694.19,Clothing,United States
591.25,3/7/2015,9.99,Clothing,France
366.25,3/7/2015,98.96,Clothing,Germany
565.5,3/7/2015,3539.55,Clothing,Australia
555.25,3/7/2015,2369.96,Clothing,United Kingdom
754.5,3/7/2015,2364.97,Clothing,Canada
3375,3/7/2015,103.96,Accessories,United States
808.25,3/7/2015,0,Accessories,France
285.75,3/7/2015,2383.96,Accessories,Germany
0,3/7/2015,644.94,Accessories,Australia
0,3/7/2015,39.98,Accessories,United Kingdom
805.5,3/7/2015,35,Accessories,Canada
801.75,3/8/2015,0,Bikes,Canada
376.5,3/8/2015,0,Bikes,France
734.5,3/8/2015,3078.52,Bikes,Australia
349.75,3/8/2015,575.95,Bikes,United Kingdom
2295.5,3/8/2015,1353.39,Bikes,United States
444.25,3/8/2015,2354.98,Bikes,Germany
397.25,3/8/2015,34.99,Clothing,Canada
512.75,3/8/2015,2324.98,Clothing,France
718.25,3/8/2015,89.57,Clothing,Australia
377,3/8/2015,568.98,Clothing,United Kingdom
2917.75,3/8/2015,822.94,Clothing,United States
655.25,3/8/2015,9.99,Clothing,Germany
333,3/8/2015,4.99,Accessories,Canada
743.5,3/8/2015,0,Accessories,France
717.5,3/8/2015,5247.43,Accessories,Australia
1239,3/8/2015,2388.48,Accessories,United Kingdom
2524.5,3/8/2015,1704.46,Accessories,United States
552.25,3/8/2015,2294.99,Accessories,Germany
734.5,3/9/2015,1284.82,Bikes,Australia
349.75,3/9/2015,88.98,Bikes,United Kingdom
2295.5,3/9/2015,2024.9,Bikes,United States
444.25,3/9/2015,88.96,Bikes,Germany
801.75,3/9/2015,142.44,Bikes,Canada
376.5,3/9/2015,2544.13,Bikes,France
1622.5,3/9/2015,2541.32,Components,Germany
718.25,3/9/2015,4893.31,Clothing,Australia
377,3/9/2015,79.98,Clothing,United Kingdom
2917.75,3/9/2015,13884.07,Clothing,United States
655.25,3/9/2015,43.98,Clothing,Germany
397.25,3/9/2015,63.54,Clothing,Canada
512.75,3/9/2015,47.97,Clothing,France
717.5,3/9/2015,4819.43,Accessories,Australia
1239,3/9/2015,59.97,Accessories,United Kingdom
2524.5,3/9/2015,1843.71,Accessories,United States
552.25,3/9/2015,0,Accessories,Germany
333,3/9/2015,1120.49,Accessories,Canada
743.5,3/9/2015,2503.33,Accessories,France
444.25,3/10/2015,34.99,Bikes,Germany
349.75,3/10/2015,1242.22,Bikes,United Kingdom
376.5,3/10/2015,14.98,Bikes,France
801.75,3/10/2015,208.94,Bikes,Canada
734.5,3/10/2015,62.98,Bikes,Australia
2295.5,3/10/2015,2340.92,Bikes,United States
377.75,3/10/2015,1410.61,Components,Canada
1437,3/10/2015,9287.88,Components,Australia
655.25,3/10/2015,49.99,Clothing,Germany
377,3/10/2015,86.26,Clothing,United Kingdom
512.75,3/10/2015,1721.26,Clothing,France
397.25,3/10/2015,54.98,Clothing,Canada
718.25,3/10/2015,4306.78,Clothing,Australia
2917.75,3/10/2015,2424.94,Clothing,United States
552.25,3/10/2015,0,Accessories,Germany
1239,3/10/2015,2427.01,Accessories,United Kingdom
743.5,3/10/2015,57.97,Accessories,France
333,3/10/2015,33.98,Accessories,Canada
717.5,3/10/2015,131.56,Accessories,Australia
2524.5,3/10/2015,112.95,Accessories,United States
2295.5,3/11/2015,5186.92,Bikes,United States
376.5,3/11/2015,102.96,Bikes,France
349.75,3/11/2015,3.99,Bikes,United Kingdom
444.25,3/11/2015,823.45,Bikes,Germany
734.5,3/11/2015,54.95,Bikes,Australia
801.75,3/11/2015,178.46,Bikes,Canada
12859.75,3/11/2015,5633.66,Components,United States
725.75,3/11/2015,4852.45,Components,France
1405,3/11/2015,2455.91,Components,United Kingdom
2917.75,3/11/2015,938.22,Clothing,United States
512.75,3/11/2015,4764.03,Clothing,France
377,3/11/2015,34.99,Clothing,United Kingdom
655.25,3/11/2015,7128.11,Clothing,Germany
718.25,3/11/2015,132.47,Clothing,Australia
397.25,3/11/2015,32.28,Clothing,Canada
2524.5,3/11/2015,2463.94,Accessories,United States
743.5,3/11/2015,27.97,Accessories,France
1239,3/11/2015,34.99,Accessories,United Kingdom
552.25,3/11/2015,13.98,Accessories,Germany
717.5,3/11/2015,1735.98,Accessories,Australia
333,3/11/2015,33.98,Accessories,Canada
349.75,3/12/2015,1725.98,Bikes,United Kingdom
2295.5,3/12/2015,4688.95,Bikes,United States
376.5,3/12/2015,31.96,Bikes,France
734.5,3/12/2015,5645.94,Bikes,Australia
444.25,3/12/2015,5878.54,Bikes,Germany
801.75,3/12/2015,194,Bikes,Canada
1377.75,3/12/2015,2369.18,Components,Canada
377,3/12/2015,48.98,Clothing,United Kingdom
2917.75,3/12/2015,2548.96,Clothing,United States
512.75,3/12/2015,747.34,Clothing,France
718.25,3/12/2015,1916.91,Clothing,Australia
655.25,3/12/2015,58.98,Clothing,Germany
397.25,3/12/2015,0,Clothing,Canada
1239,3/12/2015,2294.99,Accessories,United Kingdom
2524.5,3/12/2015,1281.92,Accessories,United States
743.5,3/12/2015,8.99,Accessories,France
717.5,3/12/2015,83.47,Accessories,Australia
552.25,3/12/2015,13.98,Accessories,Germany
333,3/12/2015,11.94,Accessories,Canada
396.5,3/13/2015,173.4,Bikes,Canada
2825.25,3/13/2015,7608.94,Bikes,United States
276.75,3/13/2015,54.99,Bikes,France
671.5,3/13/2015,22.55,Bikes,Germany
640,3/13/2015,3053.31,Bikes,Australia
468,3/13/2015,37.98,Bikes,United Kingdom
2848.25,3/13/2015,6360.4,Components,United States
357,3/13/2015,2489.39,Components,France
606,3/13/2015,78.98,Clothing,Canada
2406.25,3/13/2015,391.9,Clothing,United States
576.5,3/13/2015,1164.47,Clothing,France
300,3/13/2015,2448.04,Clothing,Germany
439,3/13/2015,2929.92,Clothing,Australia
777,3/13/2015,4850.39,Clothing,United Kingdom
418.75,3/13/2015,66.26,Accessories,Canada
2943.75,3/13/2015,3096,Accessories,United States
490.25,3/13/2015,34.99,Accessories,France
624.25,3/13/2015,2443.34,Accessories,Germany
481.75,3/13/2015,39.99,Accessories,Australia
897.75,3/13/2015,35,Accessories,United Kingdom
640,3/14/2015,1808.83,Bikes,Australia
2825.25,3/14/2015,1957.2,Bikes,United States
468,3/14/2015,0,Bikes,United Kingdom
671.5,3/14/2015,0,Bikes,Germany
396.5,3/14/2015,38.98,Bikes,Canada
276.75,3/14/2015,6.28,Bikes,France
4000,3/14/2015,2351.96,Components,Germany
496,3/14/2015,121.21,Components,Canada
439,3/14/2015,2923.79,Clothing,Australia
2406.25,3/14/2015,8313.26,Clothing,United States
777,3/14/2015,34.99,Clothing,United Kingdom
300,3/14/2015,2393.95,Clothing,Germany
606,3/14/2015,2354.97,Clothing,Canada
576.5,3/14/2015,4.99,Clothing,France
481.75,3/14/2015,90.75,Accessories,Australia
2943.75,3/14/2015,2896.94,Accessories,United States
897.75,3/14/2015,4.99,Accessories,United Kingdom
624.25,3/14/2015,35,Accessories,Germany
418.75,3/14/2015,0,Accessories,Canada
490.25,3/14/2015,4.99,Accessories,France
396.5,3/15/2015,12.98,Bikes,Canada
276.75,3/15/2015,9.98,Bikes,France
640,3/15/2015,218.21,Bikes,Australia
468,3/15/2015,548.98,Bikes,United Kingdom
2825.25,3/15/2015,765.68,Bikes,United States
671.5,3/15/2015,48.98,Bikes,Germany
606,3/15/2015,94.95,Clothing,Canada
576.5,3/15/2015,0,Clothing,France
439,3/15/2015,2909.33,Clothing,Australia
777,3/15/2015,1289.82,Clothing,United Kingdom
2406.25,3/15/2015,2617.98,Clothing,United States
300,3/15/2015,539.99,Clothing,Germany
418.75,3/15/2015,59.99,Accessories,Canada
490.25,3/15/2015,0,Accessories,France
481.75,3/15/2015,2489.04,Accessories,Australia
897.75,3/15/2015,75.48,Accessories,United Kingdom
2943.75,3/15/2015,238.43,Accessories,United States
624.25,3/15/2015,2.29,Accessories,Germany
640,3/16/2015,1204.47,Bikes,Australia
2825.25,3/16/2015,2539.81,Bikes,United States
671.5,3/16/2015,34.99,Bikes,Germany
468,3/16/2015,43.98,Bikes,United Kingdom
276.75,3/16/2015,3.99,Bikes,France
396.5,3/16/2015,2.29,Bikes,Canada
439,3/16/2015,173.95,Clothing,Australia
2406.25,3/16/2015,1146.24,Clothing,United States
300,3/16/2015,4.99,Clothing,Germany
777,3/16/2015,4.99,Clothing,United Kingdom
576.5,3/16/2015,2319.99,Clothing,France
606,3/16/2015,26.97,Clothing,Canada
481.75,3/16/2015,140.94,Accessories,Australia
2943.75,3/16/2015,828.47,Accessories,United States
624.25,3/16/2015,0,Accessories,Germany
897.75,3/16/2015,0,Accessories,United Kingdom
490.25,3/16/2015,0,Accessories,France
418.75,3/16/2015,1145.48,Accessories,Canada
276.75,3/17/2015,2409.33,Bikes,France
468,3/17/2015,2443.35,Bikes,United Kingdom
671.5,3/17/2015,593.98,Bikes,Germany
640,3/17/2015,1624.8,Bikes,Australia
396.5,3/17/2015,44.97,Bikes,Canada
2825.25,3/17/2015,656.55,Bikes,United States
576.5,3/17/2015,4.99,Clothing,France
777,3/17/2015,69.99,Clothing,United Kingdom
300,3/17/2015,0,Clothing,Germany
439,3/17/2015,1797.57,Clothing,Australia
606,3/17/2015,3277.71,Clothing,Canada
2406.25,3/17/2015,4154.52,Clothing,United States
490.25,3/17/2015,0,Accessories,France
897.75,3/17/2015,0,Accessories,United Kingdom
624.25,3/17/2015,13.98,Accessories,Germany
481.75,3/17/2015,92.97,Accessories,Australia
418.75,3/17/2015,24.49,Accessories,Canada
2943.75,3/17/2015,109.96,Accessories,United States
396.5,3/18/2015,73.48,Bikes,Canada
2825.25,3/18/2015,4842.21,Bikes,United States
276.75,3/18/2015,901.44,Bikes,France
468,3/18/2015,56.28,Bikes,United Kingdom
671.5,3/18/2015,4.99,Bikes,Germany
640,3/18/2015,3030.92,Bikes,Australia
532,3/18/2015,5350.16,Components,Germany
606,3/18/2015,2493.93,Clothing,Canada
2406.25,3/18/2015,341.96,Clothing,United States
576.5,3/18/2015,105.77,Clothing,France
777,3/18/2015,1422.43,Clothing,United Kingdom
300,3/18/2015,52.97,Clothing,Germany
439,3/18/2015,34.99,Clothing,Australia
418.75,3/18/2015,34.99,Accessories,Canada
2943.75,3/18/2015,2418.32,Accessories,United States
490.25,3/18/2015,775.33,Accessories,France
897.75,3/18/2015,2.29,Accessories,United Kingdom
624.25,3/18/2015,2384.07,Accessories,Germany
481.75,3/18/2015,67.26,Accessories,Australia
2630.5,3/19/2015,2447.22,Bikes,United States
770.5,3/19/2015,0,Bikes,France
504.25,3/19/2015,4692.32,Bikes,Germany
655,3/19/2015,67.97,Bikes,Australia
751.75,3/19/2015,2419.06,Bikes,United Kingdom
465.5,3/19/2015,161.29,Bikes,Canada
413.5,3/19/2015,7220.97,Components,United Kingdom
1330.25,3/19/2015,182.38,Components,Canada
3066.5,3/19/2015,2645.39,Clothing,United States
498,3/19/2015,574.98,Clothing,France
589,3/19/2015,89.98,Clothing,Germany
592,3/19/2015,602.26,Clothing,Australia
599,3/19/2015,0,Clothing,United Kingdom
802,3/19/2015,2409.97,Clothing,Canada
2646.25,3/19/2015,80.52,Accessories,United States
425.75,3/19/2015,0,Accessories,France
415.5,3/19/2015,63.98,Accessories,Germany
433.5,3/19/2015,1731.47,Accessories,Australia
1165.5,3/19/2015,0,Accessories,United Kingdom
499.25,3/19/2015,2.29,Accessories,Canada
465.5,3/20/2015,104.45,Bikes,Canada
770.5,3/20/2015,2324.98,Bikes,France
2630.5,3/20/2015,3120.55,Bikes,United States
751.75,3/20/2015,2334.97,Bikes,United Kingdom
655,3/20/2015,2562.17,Bikes,Australia
504.25,3/20/2015,0,Bikes,Germany
2250.5,3/20/2015,14400.87,Components,United States
802,3/20/2015,3690.92,Clothing,Canada
498,3/20/2015,2297.28,Clothing,France
3066.5,3/20/2015,3111.93,Clothing,United States
599,3/20/2015,79.96,Clothing,United Kingdom
592,3/20/2015,2719.54,Clothing,Australia
589,3/20/2015,56.48,Clothing,Germany
499.25,3/20/2015,60.23,Accessories,Canada
425.75,3/20/2015,4.99,Accessories,France
2646.25,3/20/2015,240.03,Accessories,United States
1165.5,3/20/2015,43.98,Accessories,United Kingdom
433.5,3/20/2015,625.23,Accessories,Australia
415.5,3/20/2015,4.99,Accessories,Germany
655,3/21/2015,112.96,Bikes,Australia
2630.5,3/21/2015,985.26,Bikes,United States
751.75,3/21/2015,16.94,Bikes,United Kingdom
504.25,3/21/2015,48.97,Bikes,Germany
770.5,3/21/2015,39.98,Bikes,France
465.5,3/21/2015,117.75,Bikes,Canada
592,3/21/2015,145.92,Clothing,Australia
3066.5,3/21/2015,6562.54,Clothing,United States
599,3/21/2015,3428.76,Clothing,United Kingdom
589,3/21/2015,122.95,Clothing,Germany
498,3/21/2015,1189.46,Clothing,France
802,3/21/2015,2987.42,Clothing,Canada
433.5,3/21/2015,2419.06,Accessories,Australia
2646.25,3/21/2015,143.95,Accessories,United States
1165.5,3/21/2015,2448.34,Accessories,United Kingdom
415.5,3/21/2015,1282.34,Accessories,Germany
425.75,3/21/2015,4.99,Accessories,France
499.25,3/21/2015,49.99,Accessories,Canada
504.25,3/22/2015,4017.96,Bikes,Germany
465.5,3/22/2015,25.48,Bikes,Canada
770.5,3/22/2015,20.27,Bikes,France
655,3/22/2015,3281.65,Bikes,Australia
751.75,3/22/2015,88.75,Bikes,United Kingdom
2630.5,3/22/2015,177.94,Bikes,United States
1702.5,3/22/2015,1342.75,Components,France
1360.5,3/22/2015,6870.23,Components,Australia
589,3/22/2015,60.47,Clothing,Germany
802,3/22/2015,49.98,Clothing,Canada
498,3/22/2015,34.99,Clothing,France
592,3/22/2015,4118.51,Clothing,Australia
599,3/22/2015,824.47,Clothing,United Kingdom
3066.5,3/22/2015,116.46,Clothing,United States
415.5,3/22/2015,771.78,Accessories,Germany
499.25,3/22/2015,2294.99,Accessories,Canada
425.75,3/22/2015,28.99,Accessories,France
433.5,3/22/2015,629.97,Accessories,Australia
1165.5,3/22/2015,39.98,Accessories,United Kingdom
2646.25,3/22/2015,3490.45,Accessories,United States
655,3/23/2015,36.27,Bikes,Australia
2630.5,3/23/2015,2893.21,Bikes,United States
770.5,3/23/2015,603.97,Bikes,France
504.25,3/23/2015,79.98,Bikes,Germany
751.75,3/23/2015,2418.05,Bikes,United Kingdom
465.5,3/23/2015,3565.3,Bikes,Canada
2250.5,3/23/2015,5560.08,Components,United States
1702.5,3/23/2015,641.72,Components,France
1551,3/23/2015,3824.38,Components,Germany
1413.5,3/23/2015,2041.21,Components,United Kingdom
592,3/23/2015,2379.46,Clothing,Australia
3066.5,3/23/2015,3744.95,Clothing,United States
498,3/23/2015,8.99,Clothing,France
589,3/23/2015,4005.96,Clothing,Germany
599,3/23/2015,3097.32,Clothing,United Kingdom
802,3/23/2015,142.76,Clothing,Canada
433.5,3/23/2015,0,Accessories,Australia
2646.25,3/23/2015,3238.51,Accessories,United States
425.75,3/23/2015,0,Accessories,France
415.5,3/23/2015,0,Accessories,Germany
1165.5,3/23/2015,129.95,Accessories,United Kingdom
499.25,3/23/2015,34.99,Accessories,Canada
2630.5,3/24/2015,1176.03,Bikes,United States
770.5,3/24/2015,3185.7,Bikes,France
751.75,3/24/2015,2334.24,Bikes,United Kingdom
504.25,3/24/2015,2318.77,Bikes,Germany
655,3/24/2015,3578.52,Bikes,Australia
465.5,3/24/2015,89.95,Bikes,Canada
1330.25,3/24/2015,169.43,Components,Canada
3066.5,3/24/2015,81.43,Clothing,United States
498,3/24/2015,2392.25,Clothing,France
599,3/24/2015,569.98,Clothing,United Kingdom
589,3/24/2015,3.99,Clothing,Germany
592,3/24/2015,4298.88,Clothing,Australia
802,3/24/2015,117.25,Clothing,Canada
2646.25,3/24/2015,56.26,Accessories,United States
425.75,3/24/2015,39.98,Accessories,France
1165.5,3/24/2015,89.25,Accessories,United Kingdom
415.5,3/24/2015,2328.97,Accessories,Germany
433.5,3/24/2015,19.22,Accessories,Australia
499.25,3/24/2015,119.98,Accessories,Canada
613.25,3/25/2015,19.23,Bikes,Canada
317.25,3/25/2015,1724.77,Bikes,United Kingdom
2607.75,3/25/2015,838.58,Bikes,United States
670.75,3/25/2015,757.33,Bikes,France
731.5,3/25/2015,0,Bikes,Germany
560.5,3/25/2015,154.43,Bikes,Australia
828.25,3/25/2015,2570.77,Components,United Kingdom
457.75,3/25/2015,38.97,Clothing,Canada
445.75,3/25/2015,83.98,Clothing,United Kingdom
2555.25,3/25/2015,2388.05,Clothing,United States
561.75,3/25/2015,23.96,Clothing,France
786.75,3/25/2015,0,Clothing,Germany
312.75,3/25/2015,2933.48,Clothing,Australia
585,3/25/2015,56.49,Accessories,Canada
269.25,3/25/2015,2428.05,Accessories,United Kingdom
3066.25,3/25/2015,870.44,Accessories,United States
725.5,3/25/2015,0,Accessories,France
487.5,3/25/2015,0,Accessories,Germany
751,3/25/2015,91.48,Accessories,Australia
570.75,3/26/2015,599.99,Bikes,France
2584.5,3/26/2015,652.38,Bikes,United States
405.75,3/26/2015,544.98,Bikes,Germany
435.5,3/26/2015,0,Bikes,United Kingdom
466,3/26/2015,7814.03,Bikes,Australia
760.75,3/26/2015,12.94,Bikes,Canada
1584.75,3/26/2015,9206.47,Components,Australia
1566.5,3/26/2015,144.46,Components,Canada
625.25,3/26/2015,37.97,Clothing,France
2043.5,3/26/2015,58.94,Clothing,United States
431.5,3/26/2015,0,Clothing,Germany
292.75,3/26/2015,4.99,Clothing,United Kingdom
586.25,3/26/2015,2581.32,Clothing,Australia
666.75,3/26/2015,41.27,Clothing,Canada
472,3/26/2015,103.48,Accessories,France
2932.75,3/26/2015,2484.85,Accessories,United States
559.5,3/26/2015,799.32,Accessories,Germany
2141,3/26/2015,34.99,Accessories,United Kingdom
515.25,3/26/2015,58.98,Accessories,Australia
671,3/26/2015,39.99,Accessories,Canada
760.75,3/27/2015,58.95,Bikes,Canada
570.75,3/27/2015,601.46,Bikes,France
466,3/27/2015,2482.95,Bikes,Australia
2584.5,3/27/2015,4700.17,Bikes,United States
435.5,3/27/2015,39.99,Bikes,United Kingdom
405.75,3/27/2015,44.91,Bikes,Germany
666.75,3/27/2015,1735.98,Clothing,Canada
625.25,3/27/2015,34.99,Clothing,France
586.25,3/27/2015,2359.97,Clothing,Australia
2043.5,3/27/2015,1570.46,Clothing,United States
292.75,3/27/2015,73.97,Clothing,United Kingdom
431.5,3/27/2015,643.97,Clothing,Germany
671,3/27/2015,54.98,Accessories,Canada
472,3/27/2015,2443.35,Accessories,France
515.25,3/27/2015,39.98,Accessories,Australia
2932.75,3/27/2015,1494.45,Accessories,United States
2141,3/27/2015,4875.24,Accessories,United Kingdom
559.5,3/27/2015,769.49,Accessories,Germany
466,3/28/2015,2372.47,Bikes,Australia
435.5,3/28/2015,1299.8,Bikes,United Kingdom
2584.5,3/28/2015,4799.39,Bikes,United States
405.75,3/28/2015,58.98,Bikes,Germany
760.75,3/28/2015,650.94,Bikes,Canada
570.75,3/28/2015,2839.97,Bikes,France
1370.25,3/28/2015,3590.67,Components,Germany
586.25,3/28/2015,612.27,Clothing,Australia
292.75,3/28/2015,49.99,Clothing,United Kingdom
2043.5,3/28/2015,1274.43,Clothing,United States
431.5,3/28/2015,3603.91,Clothing,Germany
666.75,3/28/2015,158.98,Clothing,Canada
625.25,3/28/2015,4798.23,Clothing,France
515.25,3/28/2015,34.99,Accessories,Australia
2141,3/28/2015,67.97,Accessories,United Kingdom
2932.75,3/28/2015,143.94,Accessories,United States
559.5,3/28/2015,63.5,Accessories,Germany
671,3/28/2015,124.97,Accessories,Canada
472,3/28/2015,34.99,Accessories,France
791.75,3/29/2015,777.34,Bikes,Germany
719.25,3/29/2015,658.95,Bikes,United Kingdom
277,3/29/2015,24.49,Bikes,Canada
511.75,3/29/2015,21.49,Bikes,France
481,3/29/2015,56.96,Bikes,Australia
2942.75,3/29/2015,205.04,Bikes,United States
672.5,3/29/2015,8170.37,Components,Australia
720.5,3/29/2015,7.98,Clothing,Germany
667.5,3/29/2015,2402.42,Clothing,United Kingdom
309.5,3/29/2015,106.58,Clothing,Canada
546.75,3/29/2015,4.99,Clothing,France
739.25,3/29/2015,865.75,Clothing,Australia
3257,3/29/2015,2628.89,Clothing,United States
350.75,3/29/2015,53.48,Accessories,Germany
196,3/29/2015,8.99,Accessories,United Kingdom
751.5,3/29/2015,0,Accessories,Canada
407.5,3/29/2015,18.97,Accessories,France
467,3/29/2015,32.94,Accessories,Australia
2635.25,3/29/2015,68.95,Accessories,United States
2942.75,3/30/2015,2598.45,Bikes,United States
511.75,3/30/2015,1735.98,Bikes,France
791.75,3/30/2015,4094.47,Bikes,Germany
719.25,3/30/2015,2373.98,Bikes,United Kingdom
481,3/30/2015,1744.96,Bikes,Australia
277,3/30/2015,2372.25,Bikes,Canada
3289.25,3/30/2015,12740.01,Components,United States
1310.5,3/30/2015,2530.39,Components,France
389,3/30/2015,97.42,Components,Germany
3257,3/30/2015,2450.03,Clothing,United States
546.75,3/30/2015,2428.04,Clothing,France
720.5,3/30/2015,539.99,Clothing,Germany
667.5,3/30/2015,64.98,Clothing,United Kingdom
739.25,3/30/2015,152.96,Clothing,Australia
309.5,3/30/2015,94.99,Clothing,Canada
2635.25,3/30/2015,1772.75,Accessories,United States
407.5,3/30/2015,0,Accessories,France
350.75,3/30/2015,2478.34,Accessories,Germany
196,3/30/2015,9.99,Accessories,United Kingdom
467,3/30/2015,2.29,Accessories,Australia
751.5,3/30/2015,0,Accessories,Canada
719.25,3/31/2015,539.99,Bikes,United Kingdom
2942.75,3/31/2015,2701.3,Bikes,United States
511.75,3/31/2015,769.49,Bikes,France
481,3/31/2015,57.51,Bikes,Australia
791.75,3/31/2015,0,Bikes,Germany
277,3/31/2015,37.28,Bikes,Canada
667.5,3/31/2015,41.59,Clothing,United Kingdom
3257,3/31/2015,2473.31,Clothing,United States
546.75,3/31/2015,13.98,Clothing,France
739.25,3/31/2015,4144.86,Clothing,Australia
720.5,3/31/2015,0,Clothing,Germany
309.5,3/31/2015,0,Clothing,Canada
196,3/31/2015,0,Accessories,United Kingdom
2635.25,3/31/2015,3222.54,Accessories,United States
407.5,3/31/2015,0,Accessories,France
467,3/31/2015,53.99,Accessories,Australia
350.75,3/31/2015,0,Accessories,Germany
751.5,3/31/2015,4.99,Accessories,Canada
268,4/1/2015,74.99,Bikes,Canada
2847,4/1/2015,7681.85,Bikes,United States
696,4/1/2015,0,Bikes,United Kingdom
495,4/1/2015,1735.98,Bikes,France
765.75,4/1/2015,38.92,Bikes,Germany
465.5,4/1/2015,2438.04,Bikes,Australia
1274.5,4/1/2015,88.98,Components,United Kingdom
300.5,4/1/2015,5310.91,Components,France
299.5,4/1/2015,113.82,Clothing,Canada
3151,4/1/2015,3436.94,Clothing,United States
646,4/1/2015,2419.06,Clothing,United Kingdom
529,4/1/2015,2244.97,Clothing,France
697,4/1/2015,21.93,Clothing,Germany
715.25,4/1/2015,2510.3,Clothing,Australia
727,4/1/2015,39.98,Accessories,Canada
2549.5,4/1/2015,6447.67,Accessories,United States
194,4/1/2015,83.97,Accessories,United Kingdom
394.25,4/1/2015,84.98,Accessories,France
339.25,4/1/2015,8.99,Accessories,Germany
451.75,4/1/2015,1735.45,Accessories,Australia
2847,4/2/2015,607.96,Bikes,United States
495,4/2/2015,542.28,Bikes,France
765.75,4/2/2015,4660.04,Bikes,Germany
465.5,4/2/2015,105.94,Bikes,Australia
696,4/2/2015,185.93,Bikes,United Kingdom
268,4/2/2015,1700.99,Bikes,Canada
387.75,4/2/2015,216.9,Components,Canada
3151,4/2/2015,2436.88,Clothing,United States
529,4/2/2015,32.6,Clothing,France
697,4/2/2015,83.97,Clothing,Germany
715.25,4/2/2015,80.44,Clothing,Australia
646,4/2/2015,3074.62,Clothing,United Kingdom
299.5,4/2/2015,3425.47,Clothing,Canada
2549.5,4/2/2015,177.86,Accessories,United States
394.25,4/2/2015,37.98,Accessories,France
339.25,4/2/2015,1282.34,Accessories,Germany
451.75,4/2/2015,53.96,Accessories,Australia
194,4/2/2015,2389.06,Accessories,United Kingdom
727,4/2/2015,35,Accessories,Canada
268,4/3/2015,1853.38,Bikes,Canada
495,4/3/2015,1705.98,Bikes,France
465.5,4/3/2015,3063.35,Bikes,Australia
2847,4/3/2015,5271.99,Bikes,United States
696,4/3/2015,101.94,Bikes,United Kingdom
765.75,4/3/2015,89.97,Bikes,Germany
1650.75,4/3/2015,18151.5,Components,Australia
299.5,4/3/2015,89.91,Clothing,Canada
