SalesOrderNumber,OrderDate,ItemsSold,SalesAmount,Country,ProductsEnum
SO69135,4/27/2015,3,2438.48,Australia,2
SO69136,4/27/2015,3,2436.97,Australia,2
SO69137,4/27/2015,1,1700.99,Australia,2
SO69138,4/27/2015,3,1714.97,Australia,1
SO69139,4/27/2015,2,1735.98,Australia,2
SO69140,4/27/2015,2,564.48,Australia,2
SO69141,4/27/2015,2,2475.95,Australia,1
SO69142,4/27/2015,3,2479.94,Australia,1
SO69143,4/27/2015,4,2518.98,Australia,2
SO69144,4/27/2015,2,2419.06,United States,2
SO69145,4/27/2015,4,2452.04,United States,2
SO69146,4/27/2015,4,2461.55,United States,2
SO69147,4/27/2015,2,2393.06,United States,1
SO69148,4/27/2015,1,2384.07,Canada,2
SO69149,4/27/2015,3,2443.55,United States,1
SO69150,4/27/2015,1,2384.07,United States,2
SO69151,4/27/2015,2,548.98,United States,2
SO69152,4/27/2015,4,562.96,United States,2
SO69153,4/27/2015,4,567.76,United States,1
SO69154,4/27/2015,3,1164.47,Germany,2
SO69155,4/27/2015,4,578.46,Germany,1
SO69156,4/27/2015,4,2407.04,France,1
SO69157,4/27/2015,1,742.35,Australia,3
SO69158,4/27/2015,6,889.8,Australia,1
SO69159,4/27/2015,2,2393.06,Australia,2
SO69160,4/27/2015,3,2398.05,Australia,1
SO69161,4/28/2015,2,13.98,United States,1
SO69162,4/28/2015,1,24.99,Australia,2
SO69163,4/28/2015,4,88.46,Australia,2
SO69164,4/28/2015,4,88.46,Australia,2
SO69165,4/28/2015,2,75.97,Australia,2
SO69166,4/28/2015,4,45.95,Australia,1
SO69167,4/28/2015,4,64.26,Australia,1
SO69168,4/28/2015,2,123.98,Australia,3
SO69169,4/28/2015,3,23.97,Australia,2
SO69170,4/28/2015,1,49.99,Australia,3
SO69171,4/28/2015,1,8.99,Australia,2
SO69172,4/28/2015,2,791.47,United Kingdom,1
SO69173,4/28/2015,2,2354.98,Germany,1
SO69174,4/28/2015,3,2309.97,United Kingdom,2
SO69175,4/28/2015,5,636.94,United Kingdom,1
SO69176,4/28/2015,1,1700.99,United Kingdom,2
SO69177,4/28/2015,1,34.99,Canada,2
SO69178,4/28/2015,1,53.99,Canada,2
SO69179,4/28/2015,1,8.99,United States,3
SO69181,4/28/2015,1,4.99,Canada,2
SO69182,4/28/2015,3,166.28,Canada,1
SO69183,4/28/2015,2,33.98,United States,1
SO69184,4/28/2015,3,71.58,Canada,1
SO69185,4/28/2015,1,29.99,Canada,1
SO69186,4/28/2015,3,49.97,Canada,2
SO69187,4/28/2015,4,94.46,Canada,2
SO69188,4/28/2015,2,94.48,United States,2
SO69189,4/28/2015,1,69.99,United States,2
SO69190,4/28/2015,1,4.99,United States,4
SO69191,4/28/2015,3,123.48,United States,2
SO69192,4/28/2015,2,7.28,United States,2
SO69193,4/28/2015,1,4.99,United States,3
SO69194,4/28/2015,4,89.91,United States,2
SO69195,4/28/2015,2,39.98,Canada,2
SO69196,4/28/2015,3,74.98,Germany,1
SO69197,4/28/2015,3,69.97,United Kingdom,1
SO69198,4/28/2015,2,13.98,Germany,1
SO69199,4/28/2015,2,33.98,Germany,1
SO69200,4/28/2015,1,28.99,Germany,3
SO69201,4/28/2015,1,159,United Kingdom,4
SO69202,4/28/2015,3,60.47,United Kingdom,2
SO69203,4/28/2015,2,23.78,Germany,2
SO69204,4/28/2015,1,28.99,Germany,2
SO69205,4/28/2015,4,195.27,United Kingdom,2
SO69206,4/28/2015,2,7.28,Germany,2
SO69207,4/28/2015,3,42.97,United Kingdom,2
SO69208,4/28/2015,2,7.28,United Kingdom,2
SO69209,4/28/2015,4,99.47,Canada,2
SO69210,4/28/2015,3,74.98,United States,1
SO69211,4/28/2015,2,69.99,United States,2
SO69212,4/28/2015,2,13.98,Germany,2
SO69213,4/28/2015,2,71.97,United States,2
SO69214,4/28/2015,2,2329.99,Canada,2
SO69215,4/28/2015,4,2369.97,United States,1
SO69216,4/28/2015,1,2294.99,United States,3
SO69217,4/28/2015,6,2367.2,United States,2
SO69218,4/28/2015,6,2391.43,United States,2
SO69219,4/28/2015,2,2316.97,United States,2
SO69220,4/28/2015,1,2319.99,United States,2
SO69221,4/28/2015,4,1282.82,Germany,2
SO69222,4/28/2015,2,2297.28,Australia,2
SO69223,4/28/2015,5,1193.95,Australia,2
SO69224,4/28/2015,2,1735.98,Australia,2
SO69225,4/28/2015,1,539.99,Australia,1
SO69226,4/28/2015,4,2529.93,Australia,2
SO69227,4/28/2015,5,834.81,United States,2
SO69228,4/28/2015,2,2419.06,United States,2
SO69229,4/28/2015,4,2420.34,Canada,2
SO69230,4/28/2015,2,2393.06,United States,1
SO69231,4/28/2015,2,1223.84,United States,1
SO69232,4/28/2015,4,607.96,United States,2
SO69233,4/28/2015,3,553.97,Canada,2
SO69234,4/28/2015,3,1179.97,United States,1
SO69235,4/28/2015,1,1120.49,Canada,2
SO69236,4/28/2015,1,1700.99,United States,4
SO69237,4/28/2015,1,539.99,United Kingdom,2
SO69238,4/28/2015,1,539.99,Germany,2
SO69239,4/28/2015,3,2428.05,United Kingdom,2
SO69240,4/28/2015,2,2419.06,Germany,1
SO69241,4/28/2015,2,750.3,Australia,1
SO69242,4/28/2015,2,1268.84,Australia,2
SO69243,4/28/2015,3,2443.55,Australia,1
SO69244,4/28/2015,3,2443.55,Australia,1
SO69245,4/29/2015,1,8.99,United States,2
SO69246,4/29/2015,2,75.97,Australia,2
SO69247,4/29/2015,4,71.95,Australia,1
SO69248,4/29/2015,2,7.28,Australia,1
SO69249,4/29/2015,3,15.23,Australia,2
SO69250,4/29/2015,1,69.99,Australia,1
SO69251,4/29/2015,3,2334.97,France,3
SO69252,4/29/2015,3,2357.28,France,1
SO69253,4/29/2015,4,2344.96,France,2
SO69254,4/29/2015,2,2349.98,United Kingdom,2
SO69255,4/29/2015,3,2379.97,Germany,1
SO69256,4/29/2015,3,784.47,France,2
SO69257,4/29/2015,2,1709.98,United Kingdom,2
SO69258,4/29/2015,2,10.24,United States,2
SO69259,4/29/2015,3,63.97,Canada,2
SO69260,4/29/2015,3,31.73,United States,2
SO69261,4/29/2015,3,42.97,United States,1
SO69262,4/29/2015,4,114.96,Canada,1
SO69263,4/29/2015,3,195.59,United States,2
SO69264,4/29/2015,5,132.95,United States,2
SO69265,4/29/2015,1,29.99,Canada,1
SO69266,4/29/2015,3,17.27,United States,1
SO69267,4/29/2015,3,49.97,Canada,1
SO69268,4/29/2015,3,23.97,United States,1
SO69269,4/29/2015,1,69.99,United States,2
SO69270,4/29/2015,2,119.98,United States,2
SO69271,4/29/2015,2,119.98,United States,2
SO69272,4/29/2015,2,123.98,United States,2
SO69273,4/29/2015,2,78.98,United States,2
SO69274,4/29/2015,3,89.97,United States,1
SO69275,4/29/2015,2,124.99,United States,2
SO69276,4/29/2015,2,56.97,Canada,3
SO69277,4/29/2015,2,39.98,United States,2
SO69278,4/29/2015,2,39.98,Canada,2
SO69279,4/29/2015,3,15.23,France,1
SO69280,4/29/2015,2,7.28,France,1
SO69281,4/29/2015,3,148.98,United Kingdom,1
SO69282,4/29/2015,4,119.96,United Kingdom,1
SO69283,4/29/2015,2,23.78,France,2
SO69284,4/29/2015,3,63.97,United Kingdom,2
SO69285,4/29/2015,2,38.98,Germany,1
SO69286,4/29/2015,4,2541.32,United States,1
SO69287,4/29/2015,4,898.46,United States,2
SO69288,4/29/2015,2,2329.98,United States,1
SO69289,4/29/2015,1,2294.99,Canada,1
SO69290,4/29/2015,3,2376.96,United States,2
SO69291,4/29/2015,2,839.48,Canada,1
SO69292,4/29/2015,1,769.49,United States,3
SO69293,4/29/2015,3,2321.96,United States,1
SO69294,4/29/2015,4,2362.27,Australia,1
SO69295,4/29/2015,1,54.99,Australia,1
SO69296,4/29/2015,2,1155.48,Australia,2
SO69297,4/29/2015,3,553.97,Australia,2
SO69298,4/29/2015,1,2319.99,Australia,3
SO69299,4/29/2015,3,2478.24,Australia,2
SO69300,4/29/2015,5,2523.92,Australia,1
SO69301,4/29/2015,4,2433.04,Canada,2
SO69302,4/29/2015,2,1155.48,Canada,2
SO69303,4/29/2015,2,1170.48,Canada,2
SO69304,4/29/2015,2,1735.98,United States,2
SO69305,4/29/2015,1,539.99,United Kingdom,1
SO69306,4/29/2015,4,574.46,France,1
SO69307,4/29/2015,4,607.96,United Kingdom,2
SO69308,4/29/2015,3,1728.27,France,1
SO69311,4/30/2015,2,27.28,Australia,1
SO69312,4/30/2015,1,21.98,Australia,3
SO69313,4/30/2015,1,4.99,Australia,3
SO69314,4/30/2015,1,4.99,Australia,2
SO69315,4/30/2015,1,34.99,Australia,3
SO69316,4/30/2015,1,34.99,Australia,2
SO69317,4/30/2015,3,2334.97,United Kingdom,2
SO69318,4/30/2015,2,2297.28,United Kingdom,2
SO69319,4/30/2015,4,2343.96,Germany,1
SO69320,4/30/2015,1,2294.99,United Kingdom,4
SO69321,4/30/2015,1,2443.35,United Kingdom,1
SO69322,4/30/2015,2,2451.3,United Kingdom,1
SO69323,4/30/2015,2,561.97,United Kingdom,2
SO69324,4/30/2015,3,611.96,United Kingdom,2
SO69325,4/30/2015,2,1709.98,Germany,1
SO69326,4/30/2015,1,24.99,United States,2
SO69327,4/30/2015,3,15.23,Canada,2
SO69328,4/30/2015,1,21.49,Canada,2
SO69329,4/30/2015,2,59.98,United States,2
SO69330,4/30/2015,3,58.47,United States,1
SO69331,4/30/2015,3,69.97,United States,2
SO69332,4/30/2015,3,71.58,Canada,2
SO69333,4/30/2015,3,49.97,United States,2
SO69334,4/30/2015,4,133.47,United States,1
SO69335,4/30/2015,3,144.47,Canada,1
SO69336,4/30/2015,1,69.99,United States,2
SO69337,4/30/2015,2,94.48,Canada,1
SO69338,4/30/2015,2,39.98,United States,1
SO69339,4/30/2015,2,124.99,Canada,2
SO69340,4/30/2015,4,27.92,Canada,2
SO69341,4/30/2015,1,4.99,United States,3
SO69342,4/30/2015,2,39.98,United States,1
SO69343,4/30/2015,2,39.98,United States,1
SO69344,4/30/2015,3,140.47,United States,1
SO69345,4/30/2015,3,36.96,United States,2
SO69346,4/30/2015,2,24.27,France,2
SO69347,4/30/2015,3,74.98,United Kingdom,2
SO69348,4/30/2015,4,78.96,United Kingdom,2
SO69349,4/30/2015,1,4.99,Germany,2
SO69350,4/30/2015,3,27.77,United Kingdom,2
SO69351,4/30/2015,2,39.98,United Kingdom,1
SO69352,4/30/2015,1,21.49,Germany,2
SO69353,4/30/2015,3,40.23,Germany,1
SO69354,4/30/2015,2,75.48,France,1
SO69355,4/30/2015,3,36.27,France,2
SO69356,4/30/2015,1,4.99,Germany,4
SO69357,4/30/2015,2,7.28,France,2
SO69358,4/30/2015,3,74.98,Canada,2
SO69359,4/30/2015,3,74.98,Canada,1
SO69360,4/30/2015,3,78.48,Germany,1
SO69361,4/30/2015,1,34.99,France,2
SO69362,4/30/2015,1,8.99,United Kingdom,2
SO69364,4/30/2015,3,564.26,United States,2
SO69365,4/30/2015,3,567.27,Canada,1
SO69366,4/30/2015,2,839.48,United States,1
SO69368,4/30/2015,4,2343.96,United States,1
SO69369,4/30/2015,4,2406.95,United States,2
SO69370,4/30/2015,4,2414.97,United States,2
SO69371,4/30/2015,5,2420.46,Australia,2
SO69372,4/30/2015,2,1155.48,Australia,2
SO69373,4/30/2015,3,553.97,Australia,2
SO69374,4/30/2015,2,574.98,Australia,1
SO69375,4/30/2015,2,2478.34,Australia,1
SO69376,4/30/2015,3,2478.24,Australia,1
SO69377,4/30/2015,2,2478.34,Australia,2
SO69378,4/30/2015,5,2390.95,Australia,2
SO69379,4/30/2015,2,1223.84,United States,2
SO69380,4/30/2015,2,1223.84,Canada,2
SO69381,4/30/2015,2,1155.48,United States,2
SO69382,4/30/2015,2,1129.48,United States,2
SO69383,4/30/2015,2,1145.48,United States,2
SO69384,4/30/2015,1,1700.99,United States,1
SO69385,4/30/2015,1,1120.49,United Kingdom,1
SO69386,4/30/2015,3,1164.47,France,1
SO69387,4/30/2015,2,603.49,France,2
SO69566,5/1/2015,1,8.99,United States,2
SO69567,5/1/2015,2,27.28,Australia,2
SO69568,5/1/2015,4,89.46,Australia,2
SO69569,5/1/2015,3,37.27,Australia,1
SO69570,5/1/2015,2,25.48,Australia,1
SO69571,5/1/2015,2,39.98,Australia,2
SO69572,5/1/2015,1,49.99,Australia,2
SO69573,5/1/2015,2,10.24,Australia,2
SO69574,5/1/2015,1,8.99,Australia,2
SO69575,5/1/2015,2,799.48,Germany,1
SO69576,5/1/2015,4,812.42,Germany,2
SO69577,5/1/2015,3,2334.97,Germany,2
SO69578,5/1/2015,2,2329.98,France,2
SO69579,5/1/2015,4,2369.96,France,1
SO69580,5/1/2015,2,2322.28,Germany,1
SO69581,5/1/2015,2,586.97,France,2
SO69582,5/1/2015,2,1750.98,France,1
SO69583,5/1/2015,2,6.28,United States,2
SO69584,5/1/2015,2,38.98,United States,3
SO69585,5/1/2015,1,4.99,United States,3
SO69586,5/1/2015,2,39.98,United States,2
SO69587,5/1/2015,2,39.98,Canada,1
SO69588,5/1/2015,3,68.97,Canada,1
SO69589,5/1/2015,2,23.78,Canada,1
SO69590,5/1/2015,3,68.97,Canada,1
SO69591,5/1/2015,2,29.98,United States,2
SO69592,5/1/2015,3,71.58,United States,2
SO69593,5/1/2015,1,32.6,United States,2
SO69594,5/1/2015,4,191.27,United States,2
SO69595,5/1/2015,1,29.99,Canada,2
SO69596,5/1/2015,4,215.96,United States,1
SO69597,5/1/2015,3,69.97,Canada,3
SO69598,5/1/2015,1,9.99,United States,1
SO69599,5/1/2015,3,23.97,Canada,1
SO69600,5/1/2015,1,9.99,United States,2
SO69601,5/1/2015,3,67.93,United States,1
SO69602,5/1/2015,2,12.94,United States,2
SO69603,5/1/2015,2,59.98,Canada,1
SO69604,5/1/2015,2,7.28,United States,2
SO69605,5/1/2015,1,21.98,United States,2
SO69606,5/1/2015,2,27.28,Germany,2
SO69607,5/1/2015,3,67.97,France,2
SO69608,5/1/2015,2,67.49,Germany,3
SO69609,5/1/2015,1,21.49,France,1
SO69610,5/1/2015,4,69.46,United Kingdom,2
SO69611,5/1/2015,3,68.97,United Kingdom,2
SO69612,5/1/2015,1,28.99,Germany,2
SO69613,5/1/2015,2,29.48,Germany,2
SO69614,5/1/2015,2,37.29,United States,2
SO69615,5/1/2015,3,81.46,United States,2
SO69616,5/1/2015,3,2457.33,United States,1
SO69617,5/1/2015,4,2423.48,United States,1
SO69618,5/1/2015,2,2341.97,United States,3
SO69619,5/1/2015,2,2349.98,United States,3
SO69620,5/1/2015,2,2297.28,United States,2
SO69621,5/1/2015,3,2370.96,United States,2
SO69622,5/1/2015,4,2416.45,United States,2
SO69623,5/1/2015,3,2334.98,United States,1
SO69624,5/1/2015,2,2419.06,France,2
SO69625,5/1/2015,1,1120.49,Australia,2
SO69626,5/1/2015,1,1120.49,Australia,3
SO69627,5/1/2015,2,2478.34,Australia,1
SO69628,5/1/2015,2,1735.98,Australia,2
SO69629,5/1/2015,2,1735.98,Australia,1
SO69630,5/1/2015,3,1714.97,Australia,1
SO69631,5/1/2015,4,1169.46,Australia,1
SO69632,5/1/2015,4,562.96,Australia,2
SO69633,5/1/2015,3,814.47,Australia,1
SO69634,5/1/2015,3,848.47,Australia,1
SO69635,5/1/2015,1,742.35,Canada,2
SO69636,5/1/2015,1,1214.85,United States,2
SO69637,5/1/2015,2,2419.06,United States,1
SO69638,5/1/2015,2,2419.06,United States,1
SO69639,5/1/2015,1,2384.07,United States,2
SO69640,5/1/2015,2,548.98,Canada,2
SO69641,5/1/2015,3,1714.97,United States,2
SO69642,5/1/2015,3,1134.47,Germany,2
SO69643,5/1/2015,2,1155.48,Germany,1
SO69644,5/1/2015,3,1179.47,United Kingdom,2
SO69645,5/1/2015,2,1155.48,Germany,2
SO69646,5/1/2015,2,1170.48,Germany,2
SO69647,5/1/2015,3,553.97,United Kingdom,2
SO69648,5/1/2015,2,548.98,France,1
SO69649,5/1/2015,2,548.98,United Kingdom,2
SO69650,5/1/2015,4,588.96,France,1
SO69651,5/1/2015,4,608.96,Germany,1
SO69652,5/1/2015,2,1735.98,Germany,3
SO69653,5/1/2015,3,801.83,Australia,2
SO69654,5/1/2015,1,742.35,Australia,2
SO69655,5/1/2015,2,2419.06,Australia,2
SO69656,5/1/2015,2,2419.06,Australia,2
SO69657,5/1/2015,4,1739.46,Germany,2
SO69658,5/1/2015,3,2473.05,Australia,2
SO69659,5/2/2015,3,38.47,United States,1
SO69660,5/2/2015,1,7.95,Canada,2
SO69661,5/2/2015,1,24.99,Australia,2
SO69662,5/2/2015,2,39.98,Australia,2
SO69663,5/2/2015,2,58.98,Australia,2
SO69664,5/2/2015,1,34.99,Australia,2
SO69665,5/2/2015,2,38.98,Australia,1
SO69666,5/2/2015,2,6.28,Australia,2
SO69667,5/2/2015,3,38.88,Australia,1
SO69668,5/2/2015,2,36.59,Australia,2
SO69669,5/2/2015,2,777.44,Germany,2
SO69670,5/2/2015,1,2.29,Canada,2
SO69671,5/2/2015,3,64.97,Canada,1
SO69672,5/2/2015,2,25.48,United States,2
SO69673,5/2/2015,3,38.88,United States,2
SO69674,5/2/2015,3,61.08,Canada,1
SO69675,5/2/2015,3,56.96,United States,1
SO69676,5/2/2015,4,111.95,United States,2
SO69677,5/2/2015,3,71.58,Canada,1
SO69678,5/2/2015,3,69.97,Canada,1
SO69679,5/2/2015,3,78.48,United States,2
SO69680,5/2/2015,3,39.47,United States,2
SO69681,5/2/2015,1,69.99,United States,2
SO69682,5/2/2015,2,119.98,United States,2
SO69684,5/2/2015,2,78.98,United States,1
SO69685,5/2/2015,3,64.47,Canada,1
SO69686,5/2/2015,2,7.28,United States,3
SO69687,5/2/2015,2,7.28,United States,2
SO69688,5/2/2015,4,28.96,United States,1
SO69689,5/2/2015,2,29.98,United Kingdom,2
SO69690,5/2/2015,2,7.28,United States,2
SO69691,5/2/2015,3,15.23,United States,1
SO69692,5/2/2015,2,39.98,United States,2
SO69693,5/2/2015,2,141.98,Canada,2
SO69694,5/2/2015,2,56.97,Canada,2
SO69695,5/2/2015,1,24.99,United Kingdom,1
SO69696,5/2/2015,3,31.27,France,2
SO69697,5/2/2015,3,93.97,Germany,2
SO69698,5/2/2015,3,36.27,United Kingdom,2
SO69699,5/2/2015,3,27.77,France,1
SO69700,5/2/2015,5,120.95,United States,1
SO69701,5/2/2015,4,589.96,United States,2
SO69702,5/2/2015,2,2439.99,Canada,2
SO69703,5/2/2015,4,2369.97,United States,2
SO69704,5/2/2015,4,2318.96,United States,2
SO69705,5/2/2015,2,791.47,United States,2
SO69706,5/2/2015,3,2341.46,Canada,2
SO69707,5/2/2015,1,34.99,Australia,4
SO69708,5/2/2015,2,889.49,Australia,2
SO69709,5/2/2015,3,2382.93,Australia,2
SO69710,5/2/2015,3,2380.47,Australia,2
SO69711,5/2/2015,4,573.42,United States,1
SO69712,5/2/2015,1,539.99,United States,2
SO69713,5/2/2015,4,1158.96,United States,2
SO69714,5/2/2015,2,1174.48,United States,1
SO69715,5/2/2015,3,1799.48,United States,1
SO69716,5/2/2015,2,1754.98,United States,2
SO69717,5/2/2015,2,1145.48,France,1
SO69718,5/2/2015,2,1155.48,Germany,2
SO69719,5/2/2015,3,1164.47,United Kingdom,2
SO69720,5/2/2015,3,1179.47,Germany,1
SO69721,5/2/2015,2,2438.06,Australia,1
SO69722,5/3/2015,2,141.98,Australia,2
SO69723,5/3/2015,1,21.98,Australia,2
SO69724,5/3/2015,2,7.28,Australia,2
SO69725,5/3/2015,1,69.99,Australia,1
SO69726,5/3/2015,2,6.28,Australia,2
SO69727,5/3/2015,1,3.99,Australia,1
SO69728,5/3/2015,3,69.97,Australia,1
SO69729,5/3/2015,1,8.99,Australia,2
SO69730,5/3/2015,1,8.99,Australia,2
SO69731,5/3/2015,3,2500.44,United Kingdom,1
SO69732,5/3/2015,3,784.47,United Kingdom,1
SO69733,5/3/2015,3,784.47,France,2
SO69734,5/3/2015,4,921.77,Germany,1
SO69735,5/3/2015,3,2376.96,United Kingdom,1
SO69736,5/3/2015,2,2354.98,Germany,2
SO69737,5/3/2015,2,574.98,Germany,1
SO69738,5/3/2015,4,629.96,France,1
SO69739,5/3/2015,1,34.99,Canada,2
SO69740,5/3/2015,3,88.97,Canada,2
SO69741,5/3/2015,2,33.98,United States,1
SO69742,5/3/2015,3,32.27,United States,1
SO69743,5/3/2015,3,84.47,United States,2
SO69744,5/3/2015,2,152.6,United States,1
SO69745,5/3/2015,4,99.96,United States,2
SO69746,5/3/2015,3,37.27,United States,2
SO69747,5/3/2015,2,38.98,Canada,2
SO69748,5/3/2015,2,14.98,United States,2
SO69749,5/3/2015,2,78.98,United States,2
SO69750,5/3/2015,2,85.48,Canada,1
SO69751,5/3/2015,2,56.97,United States,2
SO69752,5/3/2015,1,35,United Kingdom,4
SO69753,5/3/2015,3,32.27,United Kingdom,3
SO69754,5/3/2015,1,69.99,France,2
SO69755,5/3/2015,2,32.28,Germany,1
SO69756,5/3/2015,3,68.97,France,2
SO69757,5/3/2015,3,166.28,Germany,1
SO69758,5/3/2015,5,146.95,Canada,1
SO69759,5/3/2015,1,21.98,Canada,2
SO69760,5/3/2015,2,58.98,Germany,2
SO69761,5/3/2015,2,2439.99,United States,1
SO69762,5/3/2015,2,839.48,United States,2
SO69763,5/3/2015,3,848.47,United States,1
SO69764,5/3/2015,3,848.47,United States,1
SO69765,5/3/2015,2,839.48,United States,2
SO69766,5/3/2015,3,2309.97,United States,2
SO69767,5/3/2015,5,2365.94,United States,1
SO69768,5/3/2015,3,2366.96,United States,2
SO69769,5/3/2015,2,1223.84,United Kingdom,3
SO69770,5/3/2015,3,1273.83,Germany,1
SO69771,5/3/2015,2,777.34,Germany,1
SO69772,5/3/2015,2,2393.06,Germany,3
SO69773,5/3/2015,2,2393.06,United Kingdom,2
SO69774,5/3/2015,5,2483.03,United Kingdom,1
SO69775,5/3/2015,2,1174.48,Australia,1
SO69776,5/3/2015,1,2443.35,Australia,2
SO69777,5/3/2015,3,1750.47,Australia,1
SO69778,5/3/2015,4,1155.72,Australia,1
SO69779,5/3/2015,4,1136.76,Australia,1
SO69780,5/3/2015,3,553.97,Australia,2
SO69781,5/3/2015,1,539.99,Australia,2
SO69782,5/3/2015,3,2418.05,United States,1
SO69783,5/3/2015,2,2438.06,United States,1
SO69784,5/3/2015,2,574.98,United States,1
SO69785,5/3/2015,1,539.99,United States,2
SO69786,5/3/2015,4,1184.46,United States,2
SO69787,5/3/2015,3,1205.47,United States,1
SO69788,5/3/2015,2,1703.28,United States,2
SO69789,5/3/2015,4,617.47,United Kingdom,1
SO69790,5/3/2015,1,2384.07,United Kingdom,3
SO69791,5/3/2015,4,791.32,Australia,2
SO69792,5/3/2015,2,1735.98,United Kingdom,1
SO69793,5/4/2015,2,1735.98,United Kingdom,2
SO69794,5/4/2015,2,1750.98,United Kingdom,1
SO69795,5/4/2015,3,186.28,Australia,1
SO69796,5/4/2015,1,24.99,Australia,4
SO69797,5/4/2015,3,74.98,Australia,1
SO69798,5/4/2015,2,14.98,Australia,2
SO69799,5/4/2015,4,2481.82,Germany,1
SO69800,5/4/2015,3,828.47,Germany,1
SO69801,5/4/2015,6,828.44,United Kingdom,1
SO69802,5/4/2015,5,2394.95,United Kingdom,1
SO69803,5/4/2015,2,2329.98,France,2
SO69804,5/4/2015,2,2439.99,France,2
SO69805,5/4/2015,3,132.98,United States,2
SO69806,5/4/2015,1,4.99,United States,1
SO69807,5/4/2015,3,184.48,Canada,1
SO69808,5/4/2015,3,36.27,United States,1
SO69809,5/4/2015,1,4.99,United States,2
SO69810,5/4/2015,3,68.97,United States,1
SO69811,5/4/2015,3,38.88,United States,2
SO69812,5/4/2015,2,41.59,Canada,2
SO69813,5/4/2015,2,36.59,Canada,2
SO69814,5/4/2015,1,69.99,United States,2
SO69815,5/4/2015,2,78.98,Canada,2
SO69816,5/4/2015,1,69.99,United States,2
SO69817,5/4/2015,1,4.99,Canada,1
SO69818,5/4/2015,1,69.99,Canada,2
SO69819,5/4/2015,2,39.98,Canada,1
SO69820,5/4/2015,2,39.98,United States,2
SO69821,5/4/2015,2,39.98,United States,1
SO69822,5/4/2015,2,7.28,United Kingdom,1
SO69823,5/4/2015,2,124.99,France,2
SO69824,5/4/2015,2,34.89,France,2
SO69825,5/4/2015,3,31.27,Germany,2
SO69826,5/4/2015,2,27.28,France,1
SO69827,5/4/2015,3,64.97,United Kingdom,2
SO69828,5/4/2015,2,53.98,France,2
SO69829,5/4/2015,2,39.98,Germany,1
SO69830,5/4/2015,2,39.99,United States,2
SO69831,5/4/2015,2,37.29,United States,1
SO69832,5/4/2015,3,74.98,United States,2
SO69833,5/4/2015,1,53.99,United Kingdom,2
SO69834,5/4/2015,4,90.95,United States,1
SO69835,5/4/2015,1,539.99,United States,2
SO69836,5/4/2015,5,639.45,United States,2
SO69837,5/4/2015,6,2390.93,Canada,1
SO69838,5/4/2015,3,2418.48,United States,1
SO69839,5/4/2015,2,751.34,United Kingdom,2
SO69840,5/4/2015,2,771.34,Germany,2
SO69841,5/4/2015,3,756.33,France,1
SO69842,5/4/2015,3,786.33,France,2
SO69843,5/4/2015,4,778.62,Germany,1
SO69844,5/4/2015,3,2398.05,United Kingdom,1
SO69845,5/4/2015,2,1155.48,Australia,1
SO69846,5/4/2015,2,1735.98,Australia,3
SO69847,5/4/2015,1,1700.99,Australia,2
SO69848,5/4/2015,3,1763.97,Australia,2
SO69849,5/4/2015,3,2443.55,Australia,2
SO69850,5/4/2015,2,2297.28,Australia,2
SO69851,5/4/2015,4,791.32,United States,2
SO69852,5/4/2015,3,2428.05,United States,1
SO69853,5/4/2015,4,2448.04,United States,2
SO69854,5/4/2015,5,575.71,United States,2
SO69855,5/4/2015,5,633.45,United States,2
SO69856,5/4/2015,5,616.95,United States,1
SO69857,5/4/2015,2,603.49,United States,2
SO69858,5/4/2015,2,561.48,United States,1
SO69859,5/4/2015,3,1179.97,United States,1
SO69860,5/4/2015,2,1155.48,United States,2
SO69861,5/4/2015,4,588.96,United Kingdom,2
SO69862,5/4/2015,4,628.97,Germany,2
SO69863,5/4/2015,1,2384.07,Australia,2
SO69864,5/4/2015,3,2448.05,Australia,2
SO69865,5/5/2015,1,1700.99,France,3
SO69866,5/5/2015,1,8.99,United States,2
SO69867,5/5/2015,3,68.97,United States,2
SO69868,5/5/2015,2,27.28,Australia,2
SO69869,5/5/2015,3,74.98,Australia,2
SO69870,5/5/2015,3,64.47,Australia,2
SO69871,5/5/2015,2,58.98,Australia,1
SO69872,5/5/2015,2,62.98,Australia,1
SO69873,5/5/2015,1,8.99,Australia,1
SO69874,5/5/2015,3,2487.33,Germany,2
SO69875,5/5/2015,1,2294.99,France,3
SO69876,5/5/2015,5,2378.95,France,2
SO69877,5/5/2015,3,2309.97,Germany,1
SO69878,5/5/2015,2,2341.97,Germany,2
SO69879,5/5/2015,4,2398.47,United Kingdom,1
SO69880,5/5/2015,2,599.98,Germany,2
SO69881,5/5/2015,2,34.98,United States,2
SO69882,5/5/2015,2,36.59,United States,1
SO69883,5/5/2015,3,37.27,United States,2
SO69884,5/5/2015,4,93.46,Canada,2
SO69885,5/5/2015,3,23.97,United States,2
SO69886,5/5/2015,3,49.97,Canada,2
SO69887,5/5/2015,2,78.98,United States,2
SO69888,5/5/2015,3,23.97,United States,1
SO69889,5/5/2015,2,119.98,Canada,2
SO69890,5/5/2015,1,4.99,Canada,2
SO69891,5/5/2015,2,7.28,United States,1
SO69892,5/5/2015,1,4.99,United States,2
SO69893,5/5/2015,1,4.99,United States,2
SO69894,5/5/2015,2,85.48,United States,1
SO69895,5/5/2015,2,39.98,United States,2
SO69896,5/5/2015,1,21.98,United States,2
